"","unique_id","Plate","Well.ID","beadset","secondary","Median.BL2.H.of.1_mean","Median.BL2.H.of.1_median","Median.BL2.H.of.1_sd","Median.BL2.H.of.2_mean","Median.BL2.H.of.2_median","Median.BL2.H.of.2_sd","Median.BL2.H.of.3_mean","Median.BL2.H.of.3_median","Median.BL2.H.of.3_sd","Median.BL2.H.of.4_mean","Median.BL2.H.of.4_median","Median.BL2.H.of.4_sd","Median.BL2.H.of.5_mean","Median.BL2.H.of.5_median","Median.BL2.H.of.5_sd","Median.BL2.H.of.6_mean","Median.BL2.H.of.6_median","Median.BL2.H.of.6_sd","Median.BL2.H.of.7_mean","Median.BL2.H.of.7_median","Median.BL2.H.of.7_sd","Median.BL2.H.of.8_mean","Median.BL2.H.of.8_median","Median.BL2.H.of.8_sd","Median.BL2.H.of.9_mean","Median.BL2.H.of.9_median","Median.BL2.H.of.9_sd","Median.BL2.H.of.10_mean","Median.BL2.H.of.10_median","Median.BL2.H.of.10_sd","Median.BL2.H.of.11_mean","Median.BL2.H.of.11_median","Median.BL2.H.of.11_sd","Median.BL2.H.of.12_mean","Median.BL2.H.of.12_median","Median.BL2.H.of.12_sd","Median.BL2.H.of.13_mean","Median.BL2.H.of.13_median","Median.BL2.H.of.13_sd","Median.BL2.H.of.14_mean","Median.BL2.H.of.14_median","Median.BL2.H.of.14_sd","Median.BL2.H.of.15_mean","Median.BL2.H.of.15_median","Median.BL2.H.of.15_sd","Median.BL2.H.of.16_mean","Median.BL2.H.of.16_median","Median.BL2.H.of.16_sd","Median.BL2.H.of.17_mean","Median.BL2.H.of.17_median","Median.BL2.H.of.17_sd","Median.BL2.H.of.18_mean","Median.BL2.H.of.18_median","Median.BL2.H.of.18_sd","Median.BL2.H.of.19_mean","Median.BL2.H.of.19_median","Median.BL2.H.of.19_sd","Median.BL2.H.of.20_mean","Median.BL2.H.of.20_median","Median.BL2.H.of.20_sd","Median.BL2.H.of.21_mean","Median.BL2.H.of.21_median","Median.BL2.H.of.21_sd","Median.BL2.H.of.22_mean","Median.BL2.H.of.22_median","Median.BL2.H.of.22_sd","Median.BL2.H.of.23_mean","Median.BL2.H.of.23_median","Median.BL2.H.of.23_sd","Median.BL2.H.of.24_mean","Median.BL2.H.of.24_median","Median.BL2.H.of.24_sd","Median.BL2.H.of.33_mean","Median.BL2.H.of.33_median","Median.BL2.H.of.33_sd","Median.BL2.H.of.54_mean","Median.BL2.H.of.54_median","Median.BL2.H.of.54_sd","Median.BL2.H.of.60_mean","Median.BL2.H.of.60_median","Median.BL2.H.of.60_sd"
"1","HIVIG",1,"P17","1","IgM",2363.75,2363.75,13.7885822331377,2034.25,2034.25,49.1439212924651,2277,2277,304.055915910215,2152,2152,103.237590053236,2901.25,2901.25,84.4992603517924,1922.25,1922.25,179.958675811976,2094,2094,18.3847763108502,2260.75,2260.75,84.4992603517924,2156.25,2156.25,119.85459941112,2058.5,2058.5,77.0746391493337,3534.25,3534.25,68.9429111656884,2141.75,2141.75,83.7921535706059,2011,2011,55.1543289325507,2049.25,2049.25,45.6083873865323,1975.5,1975.5,243.951839509359,2873.75,2873.75,206.828733497065,2725,2725,219.20310216783,1900.75,1900.75,3.18198051533946,2265.75,2265.75,97.9342891943368,2294.75,2294.75,162.281006282313,2601.5,2601.5,84.1457069611992,1884.5,1884.5,61.5182899632296,3394.5,3394.5,713.470742217226,2487,2487,20.5060966544099,NA,NA,NA,2823.25,2823.25,91.5703281636579,NA,NA,NA
"2","HIVIG",1,"P18","1","IgM",2363.75,2363.75,13.7885822331377,2034.25,2034.25,49.1439212924651,2277,2277,304.055915910215,2152,2152,103.237590053236,2901.25,2901.25,84.4992603517924,1922.25,1922.25,179.958675811976,2094,2094,18.3847763108502,2260.75,2260.75,84.4992603517924,2156.25,2156.25,119.85459941112,2058.5,2058.5,77.0746391493337,3534.25,3534.25,68.9429111656884,2141.75,2141.75,83.7921535706059,2011,2011,55.1543289325507,2049.25,2049.25,45.6083873865323,1975.5,1975.5,243.951839509359,2873.75,2873.75,206.828733497065,2725,2725,219.20310216783,1900.75,1900.75,3.18198051533946,2265.75,2265.75,97.9342891943368,2294.75,2294.75,162.281006282313,2601.5,2601.5,84.1457069611992,1884.5,1884.5,61.5182899632296,3394.5,3394.5,713.470742217226,2487,2487,20.5060966544099,NA,NA,NA,2823.25,2823.25,91.5703281636579,NA,NA,NA
"3","HIVIG",2,"P17","1","IgA",4784.5,4784.5,648.416918348064,2770.5,2770.5,71.4177848998413,6639,6639,8.48528137423857,3684.75,3684.75,196.929238560453,4681.75,4681.75,16.6170093578839,3730,3730,277.185858225127,3825.5,3825.5,81.317279836453,4413,4413,124.450793488832,4426,4426,48.0832611206852,4467.75,4467.75,221.677975901983,7899.25,7899.25,467.044028973715,3641.5,3641.5,219.910208949016,2733,2733,59.39696961967,5527,5527,111.722871427475,4506.5,4506.5,7.77817459305202,4499.5,4499.5,44.5477272147525,5057.25,5057.25,288.853120114705,4017.25,4017.25,191.979491092148,7269.75,7269.75,8.83883476483184,5697.75,5697.75,132.582521472478,6527.75,6527.75,327.743993079965,4856.5,4856.5,178.898015640197,319576.5,319576.5,3295.8247071105,256665,256665,10511.8494091192,NA,NA,NA,19084.75,19084.75,107.126677349762,NA,NA,NA
"4","HIVIG",2,"P18","1","IgA",4784.5,4784.5,648.416918348064,2770.5,2770.5,71.4177848998413,6639,6639,8.48528137423857,3684.75,3684.75,196.929238560453,4681.75,4681.75,16.6170093578839,3730,3730,277.185858225127,3825.5,3825.5,81.317279836453,4413,4413,124.450793488832,4426,4426,48.0832611206852,4467.75,4467.75,221.677975901983,7899.25,7899.25,467.044028973715,3641.5,3641.5,219.910208949016,2733,2733,59.39696961967,5527,5527,111.722871427475,4506.5,4506.5,7.77817459305202,4499.5,4499.5,44.5477272147525,5057.25,5057.25,288.853120114705,4017.25,4017.25,191.979491092148,7269.75,7269.75,8.83883476483184,5697.75,5697.75,132.582521472478,6527.75,6527.75,327.743993079965,4856.5,4856.5,178.898015640197,319576.5,319576.5,3295.8247071105,256665,256665,10511.8494091192,NA,NA,NA,19084.75,19084.75,107.126677349762,NA,NA,NA
"5","HIVIG",3,"P17","2","IgM",2304.5,2304.5,37.476659402887,2382,2382,209.303607231218,2144,2144,132.936074863071,2325.25,2325.25,167.230753750618,3363.75,3363.75,326.329779517592,2275.5,2275.5,21.920310216783,2458.25,2458.25,158.74547237638,2596.75,2596.75,220.26376233961,2528.75,2528.75,10.9601551083915,2281.5,2281.5,113.844191771034,3228.5,3228.5,17.6776695296637,2722.25,2722.25,69.6500179468749,2144,2144,38.1837661840736,2257.75,2257.75,120.561706192306,1939.25,1939.25,134.703841816037,3313.5,3313.5,231.223917448001,2971.75,2971.75,35.0017856687341,2134.75,2134.75,141.774909627903,2272.75,2272.75,31.4662517628014,2869,2869,304.055915910215,2747,2747,172.534054609518,2203.5,2203.5,58.6898628384834,8080.75,8080.75,1290.11632227486,23941.25,23941.25,3882.36978210474,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","HIVIG",3,"P18","2","IgM",2304.5,2304.5,37.476659402887,2382,2382,209.303607231218,2144,2144,132.936074863071,2325.25,2325.25,167.230753750618,3363.75,3363.75,326.329779517592,2275.5,2275.5,21.920310216783,2458.25,2458.25,158.74547237638,2596.75,2596.75,220.26376233961,2528.75,2528.75,10.9601551083915,2281.5,2281.5,113.844191771034,3228.5,3228.5,17.6776695296637,2722.25,2722.25,69.6500179468749,2144,2144,38.1837661840736,2257.75,2257.75,120.561706192306,1939.25,1939.25,134.703841816037,3313.5,3313.5,231.223917448001,2971.75,2971.75,35.0017856687341,2134.75,2134.75,141.774909627903,2272.75,2272.75,31.4662517628014,2869,2869,304.055915910215,2747,2747,172.534054609518,2203.5,2203.5,58.6898628384834,8080.75,8080.75,1290.11632227486,23941.25,23941.25,3882.36978210474,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","HIVIG",4,"P17","2","IgA",2155,2155,86.2670273047588,2194,2194,93.3380951166243,2081.5,2081.5,50.2045814642449,2108.25,2108.25,32.8804653251745,3156.5,3156.5,60.1040764008565,2092.5,2092.5,4.94974746830583,2260,2260,26.8700576850888,2494.25,2494.25,37.8302127934803,2228.75,2228.75,25.809397513309,2084,2084,144.956890143242,3320.75,3320.75,40.6586399182265,2394.5,2394.5,70.0035713374682,1922.25,1922.25,100.762716319083,2110.25,2110.25,28.6378246380552,2028,2028,100.40916292849,3255.25,3255.25,25.1022907321224,2837,2837,32.5269119345812,2075,2075,8.48528137423857,2255.5,2255.5,125.157900270019,2254.25,2254.25,80.2566196646731,2537.75,2537.75,63.286056916196,2031.5,2031.5,60.1040764008565,3872.5,3872.5,618.718433538229,3317.75,3317.75,594.323249587293,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","HIVIG",4,"P18","2","IgA",2155,2155,86.2670273047588,2194,2194,93.3380951166243,2081.5,2081.5,50.2045814642449,2108.25,2108.25,32.8804653251745,3156.5,3156.5,60.1040764008565,2092.5,2092.5,4.94974746830583,2260,2260,26.8700576850888,2494.25,2494.25,37.8302127934803,2228.75,2228.75,25.809397513309,2084,2084,144.956890143242,3320.75,3320.75,40.6586399182265,2394.5,2394.5,70.0035713374682,1922.25,1922.25,100.762716319083,2110.25,2110.25,28.6378246380552,2028,2028,100.40916292849,3255.25,3255.25,25.1022907321224,2837,2837,32.5269119345812,2075,2075,8.48528137423857,2255.5,2255.5,125.157900270019,2254.25,2254.25,80.2566196646731,2537.75,2537.75,63.286056916196,2031.5,2031.5,60.1040764008565,3872.5,3872.5,618.718433538229,3317.75,3317.75,594.323249587293,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","IVIG",1,"P13","1","IgM",2238.375,2236.75,102.587665762833,2036.75,2032,78.3171969195357,2132.75,2134,128.393600567422,2145.875,2189,118.698058815916,2935.625,2967.5,126.061740825676,1857.125,1838.5,55.9022584516941,1930.875,1936,34.5359112615646,2275.5,2271.75,67.0211409432377,2169.875,2173.25,68.2744156572089,1933.75,1927.5,34.2478709800575,3258,3247,83.2956581501501,2133,2105,92.9489106982971,1924.75,1952,74.7456799197563,1938.375,1959,135.561409823494,1901.5,1903.75,159.787880224586,2854.75,2872.5,84.9995098025081,2666.75,2689,79.5293446890308,1835.875,1855.5,46.9154825191002,2377.25,2379.25,88.9742472104522,2216,2210.25,100.526116009722,2545.75,2522.5,90.8932524081592,1803.5,1836.5,83.1644956296455,2864.5,2875,76.9491173871843,2630.75,2629,83.5638478450261,NA,NA,NA,2929.75,2922.5,105.601846574764,NA,NA,NA
"10","IVIG",1,"P14","1","IgM",2238.375,2236.75,102.587665762833,2036.75,2032,78.3171969195357,2132.75,2134,128.393600567422,2145.875,2189,118.698058815916,2935.625,2967.5,126.061740825676,1857.125,1838.5,55.9022584516941,1930.875,1936,34.5359112615646,2275.5,2271.75,67.0211409432377,2169.875,2173.25,68.2744156572089,1933.75,1927.5,34.2478709800575,3258,3247,83.2956581501501,2133,2105,92.9489106982971,1924.75,1952,74.7456799197563,1938.375,1959,135.561409823494,1901.5,1903.75,159.787880224586,2854.75,2872.5,84.9995098025081,2666.75,2689,79.5293446890308,1835.875,1855.5,46.9154825191002,2377.25,2379.25,88.9742472104522,2216,2210.25,100.526116009722,2545.75,2522.5,90.8932524081592,1803.5,1836.5,83.1644956296455,2864.5,2875,76.9491173871843,2630.75,2629,83.5638478450261,NA,NA,NA,2929.75,2922.5,105.601846574764,NA,NA,NA
"11","IVIG",1,"P15","1","IgM",2238.375,2236.75,102.587665762833,2036.75,2032,78.3171969195357,2132.75,2134,128.393600567422,2145.875,2189,118.698058815916,2935.625,2967.5,126.061740825676,1857.125,1838.5,55.9022584516941,1930.875,1936,34.5359112615646,2275.5,2271.75,67.0211409432377,2169.875,2173.25,68.2744156572089,1933.75,1927.5,34.2478709800575,3258,3247,83.2956581501501,2133,2105,92.9489106982971,1924.75,1952,74.7456799197563,1938.375,1959,135.561409823494,1901.5,1903.75,159.787880224586,2854.75,2872.5,84.9995098025081,2666.75,2689,79.5293446890308,1835.875,1855.5,46.9154825191002,2377.25,2379.25,88.9742472104522,2216,2210.25,100.526116009722,2545.75,2522.5,90.8932524081592,1803.5,1836.5,83.1644956296455,2864.5,2875,76.9491173871843,2630.75,2629,83.5638478450261,NA,NA,NA,2929.75,2922.5,105.601846574764,NA,NA,NA
"12","IVIG",1,"P16","1","IgM",2238.375,2236.75,102.587665762833,2036.75,2032,78.3171969195357,2132.75,2134,128.393600567422,2145.875,2189,118.698058815916,2935.625,2967.5,126.061740825676,1857.125,1838.5,55.9022584516941,1930.875,1936,34.5359112615646,2275.5,2271.75,67.0211409432377,2169.875,2173.25,68.2744156572089,1933.75,1927.5,34.2478709800575,3258,3247,83.2956581501501,2133,2105,92.9489106982971,1924.75,1952,74.7456799197563,1938.375,1959,135.561409823494,1901.5,1903.75,159.787880224586,2854.75,2872.5,84.9995098025081,2666.75,2689,79.5293446890308,1835.875,1855.5,46.9154825191002,2377.25,2379.25,88.9742472104522,2216,2210.25,100.526116009722,2545.75,2522.5,90.8932524081592,1803.5,1836.5,83.1644956296455,2864.5,2875,76.9491173871843,2630.75,2629,83.5638478450261,NA,NA,NA,2929.75,2922.5,105.601846574764,NA,NA,NA
"13","IVIG",2,"P13","1","IgA",10665.5,10858.75,5023.19521486739,2836.875,2821.75,128.225306264663,18307.625,18375,6146.22192048362,11043.5,11312,5045.07380190485,13757.5,14055,5734.99953501887,13933.875,14079.25,5016.24099592181,4318,4419.5,1500.60143498088,16312.125,16675.75,5341.93904206765,11390.5,11657.5,5596.51859045723,14225.875,14359.5,5773.05705230484,9459.625,9415.25,781.165515431909,13429.375,13482.75,9939.15542500971,13273.375,13874.75,3575.74909109965,5237,5366.5,1907.76535943671,11350.375,11394.75,5226.94712324189,5322.375,5407,893.805662602335,10134.25,10223,3899.63881874548,13191.5,13394,5455.53251296333,15824.5,16153.5,4886.87159643058,11651.25,12020.5,4553.66558390051,12221.375,12101.25,5385.20305056674,13794.375,14239.25,5740.52310878547,628483,626777,308789.906072074,474885.125,455471.5,363664.017675284,NA,NA,NA,5558.125,5480.5,2366.74517622127,NA,NA,NA
"14","IVIG",2,"P14","1","IgA",10665.5,10858.75,5023.19521486739,2836.875,2821.75,128.225306264663,18307.625,18375,6146.22192048362,11043.5,11312,5045.07380190485,13757.5,14055,5734.99953501887,13933.875,14079.25,5016.24099592181,4318,4419.5,1500.60143498088,16312.125,16675.75,5341.93904206765,11390.5,11657.5,5596.51859045723,14225.875,14359.5,5773.05705230484,9459.625,9415.25,781.165515431909,13429.375,13482.75,9939.15542500971,13273.375,13874.75,3575.74909109965,5237,5366.5,1907.76535943671,11350.375,11394.75,5226.94712324189,5322.375,5407,893.805662602335,10134.25,10223,3899.63881874548,13191.5,13394,5455.53251296333,15824.5,16153.5,4886.87159643058,11651.25,12020.5,4553.66558390051,12221.375,12101.25,5385.20305056674,13794.375,14239.25,5740.52310878547,628483,626777,308789.906072074,474885.125,455471.5,363664.017675284,NA,NA,NA,5558.125,5480.5,2366.74517622127,NA,NA,NA
"15","IVIG",2,"P15","1","IgA",10665.5,10858.75,5023.19521486739,2836.875,2821.75,128.225306264663,18307.625,18375,6146.22192048362,11043.5,11312,5045.07380190485,13757.5,14055,5734.99953501887,13933.875,14079.25,5016.24099592181,4318,4419.5,1500.60143498088,16312.125,16675.75,5341.93904206765,11390.5,11657.5,5596.51859045723,14225.875,14359.5,5773.05705230484,9459.625,9415.25,781.165515431909,13429.375,13482.75,9939.15542500971,13273.375,13874.75,3575.74909109965,5237,5366.5,1907.76535943671,11350.375,11394.75,5226.94712324189,5322.375,5407,893.805662602335,10134.25,10223,3899.63881874548,13191.5,13394,5455.53251296333,15824.5,16153.5,4886.87159643058,11651.25,12020.5,4553.66558390051,12221.375,12101.25,5385.20305056674,13794.375,14239.25,5740.52310878547,628483,626777,308789.906072074,474885.125,455471.5,363664.017675284,NA,NA,NA,5558.125,5480.5,2366.74517622127,NA,NA,NA
"16","IVIG",2,"P16","1","IgA",10665.5,10858.75,5023.19521486739,2836.875,2821.75,128.225306264663,18307.625,18375,6146.22192048362,11043.5,11312,5045.07380190485,13757.5,14055,5734.99953501887,13933.875,14079.25,5016.24099592181,4318,4419.5,1500.60143498088,16312.125,16675.75,5341.93904206765,11390.5,11657.5,5596.51859045723,14225.875,14359.5,5773.05705230484,9459.625,9415.25,781.165515431909,13429.375,13482.75,9939.15542500971,13273.375,13874.75,3575.74909109965,5237,5366.5,1907.76535943671,11350.375,11394.75,5226.94712324189,5322.375,5407,893.805662602335,10134.25,10223,3899.63881874548,13191.5,13394,5455.53251296333,15824.5,16153.5,4886.87159643058,11651.25,12020.5,4553.66558390051,12221.375,12101.25,5385.20305056674,13794.375,14239.25,5740.52310878547,628483,626777,308789.906072074,474885.125,455471.5,363664.017675284,NA,NA,NA,5558.125,5480.5,2366.74517622127,NA,NA,NA
"17","IVIG",3,"P13","2","IgM",2137.875,2131.5,113.443359582363,2263.5,2217.75,264.038191681936,2114.625,1998.25,306.561949965528,2077.5,2042,93.6286993038637,3123.5,3111.5,192.115416698747,1971.5,1971,98.9469554862604,2144.875,2173.25,163.865989454798,2348.875,2315.25,161.346611884683,2235.75,2212,169.66118196767,2076.5,2058.5,154.571450576532,3054.75,3042.5,118.173248523795,2406,2337.25,219.814694686229,2048.625,2006,129.817419863437,2043.125,1999,140.226230903256,1928,1942.5,96.2808392152873,3114.125,3112.5,27.839944324657,2834.125,2857,68.6444644527146,2001.5,1988.25,65.7229031616833,2173.25,2179.25,73.3513235508853,2390.125,2251.25,360.238433772226,2569.5,2594.5,156.963371523423,2032.125,2002,99.5827754517149,5507.625,5396,1431.14973447924,8190.125,8530.5,4567.33697711259,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","IVIG",3,"P14","2","IgM",2137.875,2131.5,113.443359582363,2263.5,2217.75,264.038191681936,2114.625,1998.25,306.561949965528,2077.5,2042,93.6286993038637,3123.5,3111.5,192.115416698747,1971.5,1971,98.9469554862604,2144.875,2173.25,163.865989454798,2348.875,2315.25,161.346611884683,2235.75,2212,169.66118196767,2076.5,2058.5,154.571450576532,3054.75,3042.5,118.173248523795,2406,2337.25,219.814694686229,2048.625,2006,129.817419863437,2043.125,1999,140.226230903256,1928,1942.5,96.2808392152873,3114.125,3112.5,27.839944324657,2834.125,2857,68.6444644527146,2001.5,1988.25,65.7229031616833,2173.25,2179.25,73.3513235508853,2390.125,2251.25,360.238433772226,2569.5,2594.5,156.963371523423,2032.125,2002,99.5827754517149,5507.625,5396,1431.14973447924,8190.125,8530.5,4567.33697711259,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","IVIG",3,"P15","2","IgM",2137.875,2131.5,113.443359582363,2263.5,2217.75,264.038191681936,2114.625,1998.25,306.561949965528,2077.5,2042,93.6286993038637,3123.5,3111.5,192.115416698747,1971.5,1971,98.9469554862604,2144.875,2173.25,163.865989454798,2348.875,2315.25,161.346611884683,2235.75,2212,169.66118196767,2076.5,2058.5,154.571450576532,3054.75,3042.5,118.173248523795,2406,2337.25,219.814694686229,2048.625,2006,129.817419863437,2043.125,1999,140.226230903256,1928,1942.5,96.2808392152873,3114.125,3112.5,27.839944324657,2834.125,2857,68.6444644527146,2001.5,1988.25,65.7229031616833,2173.25,2179.25,73.3513235508853,2390.125,2251.25,360.238433772226,2569.5,2594.5,156.963371523423,2032.125,2002,99.5827754517149,5507.625,5396,1431.14973447924,8190.125,8530.5,4567.33697711259,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","IVIG",3,"P16","2","IgM",2137.875,2131.5,113.443359582363,2263.5,2217.75,264.038191681936,2114.625,1998.25,306.561949965528,2077.5,2042,93.6286993038637,3123.5,3111.5,192.115416698747,1971.5,1971,98.9469554862604,2144.875,2173.25,163.865989454798,2348.875,2315.25,161.346611884683,2235.75,2212,169.66118196767,2076.5,2058.5,154.571450576532,3054.75,3042.5,118.173248523795,2406,2337.25,219.814694686229,2048.625,2006,129.817419863437,2043.125,1999,140.226230903256,1928,1942.5,96.2808392152873,3114.125,3112.5,27.839944324657,2834.125,2857,68.6444644527146,2001.5,1988.25,65.7229031616833,2173.25,2179.25,73.3513235508853,2390.125,2251.25,360.238433772226,2569.5,2594.5,156.963371523423,2032.125,2002,99.5827754517149,5507.625,5396,1431.14973447924,8190.125,8530.5,4567.33697711259,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","IVIG",4,"P13","2","IgA",11440.875,9755.75,5250.25082535746,11047.75,12497.75,3113.95864080862,12579,14342.5,3744.91628744889,11323.125,12954.75,3671.26255246975,13744.75,15579.75,3801.77661319897,14723.625,16559.5,4531.53887355057,13081.5,14994.5,3983.48411151176,11867.5,13576.25,3635.22078650894,10430.75,11884,3135.09692832614,12299.125,14104.25,3843.55287841428,8179.375,8839,2299.06906431712,9660.5,8878.5,4406.11926756415,8538.125,9012.75,3476.07792334503,12683.75,14364.5,3735.35802612458,9728.625,10172.75,2979.06997162425,12848.375,14382.25,3268.18944205605,12445.375,14121.5,3541.23206843325,9254,10507.5,3404.18928185062,17177.375,19765.5,6763.01423645552,18167.375,17153.5,7253.45335426513,7962.875,8983.75,2217.30017419834,10530.125,11873.25,3198.97505395608,790821.25,888498,292654.197791381,708569.875,472305.5,772488.110691935,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","IVIG",4,"P14","2","IgA",11440.875,9755.75,5250.25082535746,11047.75,12497.75,3113.95864080862,12579,14342.5,3744.91628744889,11323.125,12954.75,3671.26255246975,13744.75,15579.75,3801.77661319897,14723.625,16559.5,4531.53887355057,13081.5,14994.5,3983.48411151176,11867.5,13576.25,3635.22078650894,10430.75,11884,3135.09692832614,12299.125,14104.25,3843.55287841428,8179.375,8839,2299.06906431712,9660.5,8878.5,4406.11926756415,8538.125,9012.75,3476.07792334503,12683.75,14364.5,3735.35802612458,9728.625,10172.75,2979.06997162425,12848.375,14382.25,3268.18944205605,12445.375,14121.5,3541.23206843325,9254,10507.5,3404.18928185062,17177.375,19765.5,6763.01423645552,18167.375,17153.5,7253.45335426513,7962.875,8983.75,2217.30017419834,10530.125,11873.25,3198.97505395608,790821.25,888498,292654.197791381,708569.875,472305.5,772488.110691935,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","IVIG",4,"P15","2","IgA",11440.875,9755.75,5250.25082535746,11047.75,12497.75,3113.95864080862,12579,14342.5,3744.91628744889,11323.125,12954.75,3671.26255246975,13744.75,15579.75,3801.77661319897,14723.625,16559.5,4531.53887355057,13081.5,14994.5,3983.48411151176,11867.5,13576.25,3635.22078650894,10430.75,11884,3135.09692832614,12299.125,14104.25,3843.55287841428,8179.375,8839,2299.06906431712,9660.5,8878.5,4406.11926756415,8538.125,9012.75,3476.07792334503,12683.75,14364.5,3735.35802612458,9728.625,10172.75,2979.06997162425,12848.375,14382.25,3268.18944205605,12445.375,14121.5,3541.23206843325,9254,10507.5,3404.18928185062,17177.375,19765.5,6763.01423645552,18167.375,17153.5,7253.45335426513,7962.875,8983.75,2217.30017419834,10530.125,11873.25,3198.97505395608,790821.25,888498,292654.197791381,708569.875,472305.5,772488.110691935,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","IVIG",4,"P16","2","IgA",11440.875,9755.75,5250.25082535746,11047.75,12497.75,3113.95864080862,12579,14342.5,3744.91628744889,11323.125,12954.75,3671.26255246975,13744.75,15579.75,3801.77661319897,14723.625,16559.5,4531.53887355057,13081.5,14994.5,3983.48411151176,11867.5,13576.25,3635.22078650894,10430.75,11884,3135.09692832614,12299.125,14104.25,3843.55287841428,8179.375,8839,2299.06906431712,9660.5,8878.5,4406.11926756415,8538.125,9012.75,3476.07792334503,12683.75,14364.5,3735.35802612458,9728.625,10172.75,2979.06997162425,12848.375,14382.25,3268.18944205605,12445.375,14121.5,3541.23206843325,9254,10507.5,3404.18928185062,17177.375,19765.5,6763.01423645552,18167.375,17153.5,7253.45335426513,7962.875,8983.75,2217.30017419834,10530.125,11873.25,3198.97505395608,790821.25,888498,292654.197791381,708569.875,472305.5,772488.110691935,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Nasal_1",1,"A01","1","IgM",6864.75,6864.75,1157.88735419297,2646.5,2646.5,26.1629509039023,10427.5,10427.5,1853.32687348994,4998.5,4998.5,762.968216900285,8244,8244,1262.18560441799,6874,6874,1747.96796309315,255926.5,255926.5,39520.9051072973,7086,7086,1462.29682349378,4744.5,4744.5,888.83322395149,7187,7187,1726.75475965755,17443.25,17443.25,1934.2905999358,6191,6191,1371.7871555019,5588,5588,1269.96377901104,7466.75,7466.75,436.638437382693,6371.5,6371.5,1412.79934881072,5423,5423,213.546247918337,6544.25,6544.25,1392.64680554691,6173,6173,1190.76781951815,7666,7666,1466.5394641809,5888.5,5888.5,835.093108581313,7207,7207,1555.6349186104,7494,7494,1804.53650558807,76931.5,76931.5,1679.37860531805,64322.75,64322.75,1534.06816178421,NA,NA,NA,45846,45846,4873.37993593769,NA,NA,NA
"26","Nasal_1",1,"A02","1","IgM",6864.75,6864.75,1157.88735419297,2646.5,2646.5,26.1629509039023,10427.5,10427.5,1853.32687348994,4998.5,4998.5,762.968216900285,8244,8244,1262.18560441799,6874,6874,1747.96796309315,255926.5,255926.5,39520.9051072973,7086,7086,1462.29682349378,4744.5,4744.5,888.83322395149,7187,7187,1726.75475965755,17443.25,17443.25,1934.2905999358,6191,6191,1371.7871555019,5588,5588,1269.96377901104,7466.75,7466.75,436.638437382693,6371.5,6371.5,1412.79934881072,5423,5423,213.546247918337,6544.25,6544.25,1392.64680554691,6173,6173,1190.76781951815,7666,7666,1466.5394641809,5888.5,5888.5,835.093108581313,7207,7207,1555.6349186104,7494,7494,1804.53650558807,76931.5,76931.5,1679.37860531805,64322.75,64322.75,1534.06816178421,NA,NA,NA,45846,45846,4873.37993593769,NA,NA,NA
"27","Nasal_1",2,"A01","1","IgA",6223,6223,1049.34646328084,4661.75,4661.75,473.407990004394,17185,17185,3708.06796054226,7023,7023,1596.64711191922,11550.25,11550.25,1316.98637995994,9155.25,9155.25,2213.59777850449,898364.5,898364.5,7972.62895787832,8696.25,8696.25,1186.17162544043,6306.5,6306.5,1140.5632380539,6409.5,6409.5,1314.51150622579,7057.25,7057.25,310.773430331488,12279.75,12279.75,1271.73154596401,6822.5,6822.5,999.141881816592,28620.5,28620.5,3336.83690041932,9561.75,9561.75,1642.25549930576,15737,15737,1723.9263325328,9245,9245,1148.34141264695,7195.5,7195.5,1173.09014998848,13734.5,13734.5,1471.48921164921,6605.25,6605.25,1015.05178439329,6458.5,6458.5,1109.45053968169,8031.75,8031.75,1575.08035509303,729704.5,729704.5,35592.2198310249,546456,546456,40718.0368878462,NA,NA,NA,373799.25,373799.25,35915.7211834177,NA,NA,NA
"28","Nasal_1",2,"A02","1","IgA",6223,6223,1049.34646328084,4661.75,4661.75,473.407990004394,17185,17185,3708.06796054226,7023,7023,1596.64711191922,11550.25,11550.25,1316.98637995994,9155.25,9155.25,2213.59777850449,898364.5,898364.5,7972.62895787832,8696.25,8696.25,1186.17162544043,6306.5,6306.5,1140.5632380539,6409.5,6409.5,1314.51150622579,7057.25,7057.25,310.773430331488,12279.75,12279.75,1271.73154596401,6822.5,6822.5,999.141881816592,28620.5,28620.5,3336.83690041932,9561.75,9561.75,1642.25549930576,15737,15737,1723.9263325328,9245,9245,1148.34141264695,7195.5,7195.5,1173.09014998848,13734.5,13734.5,1471.48921164921,6605.25,6605.25,1015.05178439329,6458.5,6458.5,1109.45053968169,8031.75,8031.75,1575.08035509303,729704.5,729704.5,35592.2198310249,546456,546456,40718.0368878462,NA,NA,NA,373799.25,373799.25,35915.7211834177,NA,NA,NA
